,Time,Type,Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9,Zone10,Zone11,Zone12,Zone13,Zone14,Zone15,Zone16,Zone17,Zone18,Zone19,Zone20,Zone21,Zone22,Zone23,Zone24,Zone25
0,1,Tuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,Salmon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,Clown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,Tuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,Salmon,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-2.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0
2,2,Clown,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0
0,3,Tuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,Salmon,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-2.0,-2.0,1.0,0.0,0.0,2.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0
2,3,Clown,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0
0,4,Tuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,Salmon,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-2.0,-2.0,1.0,0.0,-1.0,2.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0
2,4,Clown,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0
0,5,Tuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,Salmon,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-2.0,-2.0,1.0,0.0,-1.0,2.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
2,5,Clown,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0
0,6,Tuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0
1,6,Salmon,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-2.0,-2.0,1.0,0.0,-1.0,2.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0
2,6,Clown,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0
0,7,Tuna,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0
1,7,Salmon,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-4.0,-2.0,1.0,0.0,-1.0,4.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0
2,7,Clown,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,1.0
0,8,Tuna,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0
1,8,Salmon,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-4.0,-2.0,1.0,0.0,-1.0,4.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0
2,8,Clown,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,1.0
0,9,Tuna,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0
1,9,Salmon,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-4.0,-2.0,1.0,0.0,-1.0,4.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0
2,9,Clown,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,2.0
0,10,Tuna,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0
1,10,Salmon,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,-5.0,-1.0,1.0,0.0,-1.0,5.0,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,0.0
2,10,Clown,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,2.0
0,11,Tuna,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,-1.0,0.0
1,11,Salmon,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,-5.0,-1.0,1.0,0.0,-1.0,5.0,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,0.0
2,11,Clown,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,2.0
0,12,Tuna,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,-1.0,0.0
1,12,Salmon,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,1.0,-5.0,-1.0,2.0,1.0,-1.0,5.0,-1.0,1.0,-1.0,-1.0,1.0,2.0,0.0,0.0
2,12,Clown,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,2.0
0,13,Tuna,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,-1.0,0.0
1,13,Salmon,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,1.0,-5.0,-1.0,1.0,1.0,-1.0,5.0,-1.0,2.0,-1.0,-1.0,1.0,2.0,0.0,0.0
2,13,Clown,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,-3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,2.0
0,14,Tuna,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,-1.0,0.0
1,14,Salmon,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,1.0,-5.0,-1.0,1.0,1.0,-1.0,5.0,-1.0,1.0,0.0,-1.0,1.0,2.0,0.0,0.0
2,14,Clown,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,-3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,2.0
0,15,Tuna,-1.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,-3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,-1.0,0.0
1,15,Salmon,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,0.0,-4.0,-1.0,1.0,1.0,-1.0,5.0,-1.0,1.0,0.0,-1.0,1.0,2.0,0.0,0.0
2,15,Clown,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,3.0
0,16,Tuna,-1.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,-3.0,3.0,0.0,0.0,0.0,0.0,1.0,-2.0,1.0,0.0,-1.0,1.0,1.0,-1.0,0.0
1,16,Salmon,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,0.0,-4.0,-1.0,1.0,1.0,-1.0,5.0,-1.0,2.0,0.0,-1.0,1.0,2.0,-1.0,0.0
2,16,Clown,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,3.0
0,17,Tuna,-1.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,-3.0,3.0,0.0,0.0,0.0,0.0,1.0,-2.0,1.0,0.0,-1.0,1.0,1.0,-1.0,0.0
1,17,Salmon,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,0.0,-4.0,-1.0,1.0,1.0,-1.0,5.0,-1.0,2.0,0.0,-1.0,1.0,2.0,-1.0,0.0
2,17,Clown,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-3.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,-1.0,0.0,0.0,-1.0,-2.0,3.0
0,18,Tuna,-1.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,-3.0,3.0,0.0,0.0,0.0,0.0,1.0,-2.0,1.0,0.0,-1.0,1.0,1.0,-1.0,0.0
1,18,Salmon,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-4.0,-1.0,1.0,1.0,-1.0,5.0,-1.0,2.0,0.0,-1.0,1.0,2.0,-1.0,0.0
2,18,Clown,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-3.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,-1.0,0.0,0.0,-1.0,-2.0,3.0
0,19,Tuna,-1.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,-3.0,3.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0
1,19,Salmon,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-2.0,1.0,0.0,0.0,-4.0,-1.0,1.0,1.0,-1.0,5.0,0.0,2.0,0.0,-1.0,1.0,1.0,-1.0,0.0
2,19,Clown,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-4.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,-1.0,0.0,0.0,-1.0,-2.0,3.0
0,20,Tuna,-1.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,-3.0,3.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0
1,20,Salmon,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-2.0,1.0,0.0,0.0,-4.0,-1.0,1.0,1.0,-1.0,5.0,0.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0.0
2,20,Clown,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-4.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,-1.0,0.0,0.0,-1.0,-2.0,3.0
0,21,Tuna,-1.0,1.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,-1.0,-3.0,3.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0
1,21,Salmon,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-2.0,1.0,0.0,0.0,-4.0,-1.0,0.0,2.0,-1.0,5.0,0.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0.0
2,21,Clown,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-4.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,-1.0,0.0,0.0,-1.0,-2.0,3.0
0,22,Tuna,-1.0,1.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,-1.0,-3.0,3.0,0.0,0.0,0.0,0.0,1.0,-2.0,-1.0,1.0,-1.0,1.0,1.0,0.0,0.0
1,22,Salmon,-1.0,0.0,-2.0,0.0,-1.0,0.0,1.0,-1.0,1.0,0.0,0.0,-4.0,-1.0,0.0,2.0,-1.0,5.0,-1.0,2.0,0.0,-1.0,2.0,1.0,-1.0,0.0
2,22,Clown,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-4.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,-1.0,0.0,0.0,-1.0,-2.0,3.0
0,23,Tuna,-1.0,1.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,-1.0,-3.0,3.0,0.0,0.0,0.0,0.0,2.0,-2.0,-1.0,1.0,-1.0,0.0,1.0,0.0,0.0
1,23,Salmon,-1.0,0.0,-2.0,0.0,-1.0,0.0,1.0,-1.0,2.0,-1.0,0.0,-4.0,-1.0,0.0,2.0,-1.0,5.0,-1.0,2.0,0.0,-1.0,3.0,0.0,-1.0,0.0
2,23,Clown,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-4.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,-1.0,-3.0,2.0
0,24,Tuna,-1.0,1.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,-1.0,-3.0,3.0,0.0,0.0,0.0,0.0,2.0,-2.0,-1.0,1.0,-1.0,0.0,1.0,0.0,0.0
1,24,Salmon,-1.0,0.0,-2.0,0.0,-1.0,0.0,1.0,-1.0,2.0,-1.0,0.0,-4.0,-1.0,0.0,2.0,-1.0,5.0,-1.0,2.0,0.0,-1.0,3.0,0.0,-1.0,0.0
2,24,Clown,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-4.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,-1.0,-3.0,1.0
0,25,Tuna,-1.0,1.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,-1.0,-3.0,3.0,0.0,0.0,0.0,0.0,2.0,-2.0,-1.0,1.0,-1.0,0.0,1.0,0.0,0.0
1,25,Salmon,-1.0,0.0,-2.0,0.0,-1.0,0.0,1.0,-1.0,2.0,-1.0,0.0,-4.0,-1.0,0.0,2.0,-1.0,5.0,-1.0,2.0,0.0,-1.0,3.0,0.0,-1.0,0.0
2,25,Clown,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-4.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,-1.0,-3.0,1.0
0,26,Tuna,-1.0,1.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,-1.0,-3.0,3.0,0.0,0.0,0.0,0.0,2.0,-2.0,-1.0,1.0,-1.0,0.0,1.0,0.0,0.0
1,26,Salmon,-1.0,0.0,-2.0,0.0,-1.0,0.0,1.0,-1.0,2.0,-1.0,0.0,-4.0,-1.0,0.0,2.0,-1.0,5.0,-1.0,2.0,0.0,-1.0,3.0,1.0,-2.0,0.0
2,26,Clown,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-4.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,-1.0,-4.0,2.0
0,27,Tuna,-1.0,1.0,-1.0,0.0,1.0,1.0,-1.0,1.0,0.0,-1.0,-3.0,3.0,0.0,0.0,0.0,0.0,2.0,-2.0,-1.0,1.0,-1.0,0.0,1.0,0.0,0.0
1,27,Salmon,-1.0,0.0,-2.0,0.0,-1.0,0.0,1.0,-1.0,2.0,-1.0,0.0,-5.0,-1.0,0.0,2.0,-1.0,6.0,-2.0,2.0,0.0,-1.0,3.0,2.0,-2.0,0.0
2,27,Clown,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-4.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,-1.0,-5.0,2.0
0,28,Tuna,-1.0,0.0,-1.0,0.0,1.0,1.0,0.0,1.0,0.0,-1.0,-4.0,4.0,0.0,0.0,0.0,0.0,2.0,-2.0,-1.0,1.0,-1.0,0.0,1.0,0.0,0.0
1,28,Salmon,-1.0,0.0,-2.0,0.0,-1.0,0.0,1.0,-2.0,3.0,-1.0,0.0,-5.0,-1.0,0.0,2.0,-1.0,6.0,-2.0,3.0,-1.0,-1.0,3.0,2.0,-2.0,0.0
2,28,Clown,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-4.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,-1.0,-5.0,2.0
0,29,Tuna,-1.0,0.0,-1.0,0.0,1.0,1.0,0.0,1.0,0.0,-1.0,-3.0,3.0,0.0,0.0,0.0,0.0,2.0,-2.0,-1.0,1.0,-1.0,0.0,1.0,0.0,0.0
1,29,Salmon,-1.0,0.0,-2.0,0.0,-1.0,0.0,1.0,-2.0,3.0,-1.0,0.0,-5.0,-1.0,0.0,2.0,-1.0,6.0,-2.0,4.0,-2.0,-1.0,3.0,2.0,-2.0,0.0
2,29,Clown,0.0,-2.0,1.0,0.0,-1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-4.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,-1.0,-4.0,1.0
0,30,Tuna,-1.0,0.0,-1.0,0.0,1.0,1.0,0.0,1.0,0.0,-1.0,-3.0,3.0,0.0,0.0,0.0,0.0,2.0,-2.0,-1.0,1.0,-1.0,0.0,1.0,0.0,0.0
1,30,Salmon,-1.0,0.0,-2.0,0.0,-1.0,0.0,1.0,-2.0,3.0,-1.0,0.0,-5.0,-1.0,0.0,2.0,-1.0,6.0,-1.0,4.0,-2.0,-1.0,3.0,1.0,-2.0,0.0
2,30,Clown,0.0,-2.0,1.0,0.0,-1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-4.0,0.0,0.0,1.0,0.0,4.0,-1.0,4.0,0.0,0.0,0.0,0.0,-4.0,1.0
0,31,Tuna,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-3.0,3.0,0.0,1.0,0.0,0.0,2.0,-2.0,-1.0,1.0,-1.0,0.0,1.0,0.0,0.0
1,31,Salmon,-1.0,0.0,-2.0,0.0,-1.0,0.0,1.0,-2.0,3.0,-1.0,0.0,-5.0,-1.0,0.0,2.0,-1.0,6.0,-1.0,5.0,-3.0,-1.0,3.0,1.0,-2.0,0.0
2,31,Clown,0.0,-2.0,1.0,0.0,-1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-4.0,0.0,0.0,1.0,0.0,4.0,-2.0,5.0,0.0,0.0,0.0,0.0,-4.0,1.0
0,32,Tuna,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-3.0,3.0,0.0,1.0,0.0,0.0,2.0,-2.0,-1.0,1.0,-1.0,0.0,1.0,0.0,0.0
1,32,Salmon,-1.0,0.0,-2.0,0.0,-1.0,0.0,1.0,-2.0,4.0,-1.0,0.0,-5.0,-1.0,-1.0,2.0,-1.0,6.0,-1.0,6.0,-3.0,-1.0,3.0,1.0,-3.0,0.0
2,32,Clown,0.0,-2.0,1.0,0.0,-1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-4.0,0.0,0.0,1.0,0.0,4.0,-2.0,6.0,-1.0,0.0,0.0,0.0,-4.0,1.0
0,33,Tuna,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-3.0,4.0,0.0,1.0,0.0,0.0,1.0,-2.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
1,33,Salmon,-1.0,0.0,-2.0,0.0,-1.0,0.0,1.0,-2.0,4.0,-1.0,0.0,-5.0,-1.0,-2.0,2.0,-1.0,6.0,-1.0,7.0,-3.0,-1.0,3.0,1.0,-3.0,0.0
2,33,Clown,0.0,-2.0,1.0,0.0,-1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-4.0,0.0,0.0,1.0,0.0,4.0,-2.0,6.0,-1.0,0.0,0.0,0.0,-4.0,1.0
0,34,Tuna,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-3.0,4.0,0.0,1.0,0.0,0.0,1.0,-2.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
1,34,Salmon,-1.0,0.0,-2.0,0.0,-1.0,0.0,1.0,-2.0,4.0,-1.0,0.0,-5.0,-1.0,-1.0,2.0,-1.0,6.0,0.0,6.0,-3.0,-1.0,3.0,0.0,-3.0,0.0
2,34,Clown,0.0,-2.0,1.0,0.0,-1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-4.0,0.0,0.0,1.0,0.0,4.0,-2.0,7.0,-2.0,0.0,0.0,0.0,-2.0,-1.0
